"INDICATOR","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"220174","Total number of indoor cinemas","HND","Honduras","2015","2015",53,,
"220053","Total number of other cinema facilities","BHR","Bahrain","2012","2012",70,,
"220053","Total number of other cinema facilities","BHR","Bahrain","2013","2013",70,,
"FCIO","Total number of cinema sites (indoor and other facilities)","NZL","New Zealand","2012","2012",134,,
"FCIO","Total number of cinema sites (indoor and other facilities)","NZL","New Zealand","2013","2013",132,,
"FCIO","Total number of cinema sites (indoor and other facilities)","NZL","New Zealand","2014","2014",116,,
"FCIO","Total number of cinema sites (indoor and other facilities)","NZL","New Zealand","2015","2015",119,,
"220050","Number of monoscreen indoor cinemas","UZB","Uzbekistan","2012","2012",228,,
"220050","Number of monoscreen indoor cinemas","UZB","Uzbekistan","2013","2013",227,,
"220050","Number of monoscreen indoor cinemas","UZB","Uzbekistan","2014","2014",109,,
"220050","Number of monoscreen indoor cinemas","UZB","Uzbekistan","2015","2015",112,,
"FCINH_IND","Indoor cinemas per capita (per 1,000,000 inhabitants)","BIH","Bosnia and Herzegovina","2010","2010",8.4,,
"FCINH_IND","Indoor cinemas per capita (per 1,000,000 inhabitants)","BIH","Bosnia and Herzegovina","2012","2012",10.3,,
"FCINH_IND","Indoor cinemas per capita (per 1,000,000 inhabitants)","BIH","Bosnia and Herzegovina","2013","2013",9.1,,
"FCINH_IND","Indoor cinemas per capita (per 1,000,000 inhabitants)","BIH","Bosnia and Herzegovina","2014","2014",2.8,,
"FCINH_IND","Indoor cinemas per capita (per 1,000,000 inhabitants)","BIH","Bosnia and Herzegovina","2015","2015",3.1,,
"220050","Number of monoscreen indoor cinemas","CPV","Cabo Verde","2012","2012",2,,
"220050","Number of monoscreen indoor cinemas","CPV","Cabo Verde","2013","2013",3,,
"FPCIND_S8T99","Percentage of indoor cinema that are multiplexes (8+ screens)","HND","Honduras","2012","2012",,"n","Magnitude nil or negligible"
"FPCIND_S8T99","Percentage of indoor cinema that are multiplexes (8+ screens)","HND","Honduras","2015","2015",13.2,,
"FPCIO_SOF","Percentage of cinema sites that are other facilities","TJK","Tajikistan","2012","2012",55.6,,
"FPCIO_SOF","Percentage of cinema sites that are other facilities","TJK","Tajikistan","2013","2013",68.6,,
"FCIND_S1T7","Total number of indoor cinemas that are small facilities (1 to 7 screens)","CPV","Cabo Verde","2012","2012",2,,
"FCIND_S1T7","Total number of indoor cinemas that are small facilities (1 to 7 screens)","CPV","Cabo Verde","2013","2013",3,,
"FCIND_S1T7","Total number of indoor cinemas that are small facilities (1 to 7 screens)","UZB","Uzbekistan","2012","2012",232,,
"FCIND_S1T7","Total number of indoor cinemas that are small facilities (1 to 7 screens)","UZB","Uzbekistan","2013","2013",231,,
"FCIND_S1T7","Total number of indoor cinemas that are small facilities (1 to 7 screens)","UZB","Uzbekistan","2014","2014",136,,
"FCIND_S1T7","Total number of indoor cinemas that are small facilities (1 to 7 screens)","UZB","Uzbekistan","2015","2015",140,,
"220050","Number of monoscreen indoor cinemas","BHR","Bahrain","2012","2012",2,,
"220050","Number of monoscreen indoor cinemas","BHR","Bahrain","2013","2013",2,,
"220052","Number of indoor cinemas that are multiplexes (8+ screens)","UZB","Uzbekistan","2012","2012",1,,
"220052","Number of indoor cinemas that are multiplexes (8+ screens)","UZB","Uzbekistan","2013","2013",1,,
"220052","Number of indoor cinemas that are multiplexes (8+ screens)","UZB","Uzbekistan","2014","2014",1,,
"220052","Number of indoor cinemas that are multiplexes (8+ screens)","UZB","Uzbekistan","2015","2015",1,,
"220052","Number of indoor cinemas that are multiplexes (8+ screens)","LKA","Sri Lanka","2012","2012",,"n","Magnitude nil or negligible"
"220052","Number of indoor cinemas that are multiplexes (8+ screens)","LKA","Sri Lanka","2013","2013",,"n","Magnitude nil or negligible"
"220174","Total number of indoor cinemas","BIH","Bosnia and Herzegovina","2010","2010",30,,
"220174","Total number of indoor cinemas","BIH","Bosnia and Herzegovina","2012","2012",37,,
"220174","Total number of indoor cinemas","BIH","Bosnia and Herzegovina","2013","2013",32,,
"220174","Total number of indoor cinemas","BIH","Bosnia and Herzegovina","2014","2014",10,,
"220174","Total number of indoor cinemas","BIH","Bosnia and Herzegovina","2015","2015",11,,
"220052","Number of indoor cinemas that are multiplexes (8+ screens)","CPV","Cabo Verde","2012","2012",,"n","Magnitude nil or negligible"
"220052","Number of indoor cinemas that are multiplexes (8+ screens)","CPV","Cabo Verde","2013","2013",,"n","Magnitude nil or negligible"
"FPCIO_SOF","Percentage of cinema sites that are other facilities","SEN","Senegal","2012","2012",75,,
"FPCIO_SOF","Percentage of cinema sites that are other facilities","SEN","Senegal","2013","2013",75,,
"FPCIO_SOF","Percentage of cinema sites that are other facilities","SEN","Senegal","2014","2014",37.5,,
"FPCIO_SOF","Percentage of cinema sites that are other facilities","SEN","Senegal","2015","2015",33.3,,
"FPCIO_SOF","Percentage of cinema sites that are other facilities","EGY","Egypt","2013","2013",72.5,,
"FPCIO_SOF","Percentage of cinema sites that are other facilities","EGY","Egypt","2014","2014",,"n","Magnitude nil or negligible"
"FPCIO_SOF","Percentage of cinema sites that are other facilities","EGY","Egypt","2015","2015",,"n","Magnitude nil or negligible"
"220051","Number of indoor cinemas with 2 to 7 screens","ERI","Eritrea","2012","2012",,"n","Magnitude nil or negligible"
"220051","Number of indoor cinemas with 2 to 7 screens","ERI","Eritrea","2013","2013",,"n","Magnitude nil or negligible"
"220051","Number of indoor cinemas with 2 to 7 screens","ERI","Eritrea","2014","2014",,"n","Magnitude nil or negligible"
"220051","Number of indoor cinemas with 2 to 7 screens","ERI","Eritrea","2015","2015",,"n","Magnitude nil or negligible"
"220051","Number of indoor cinemas with 2 to 7 screens","KAZ","Kazakhstan","2012","2012",37,,
"220051","Number of indoor cinemas with 2 to 7 screens","KAZ","Kazakhstan","2013","2013",37,,
"220051","Number of indoor cinemas with 2 to 7 screens","KAZ","Kazakhstan","2014","2014",41,,
"220051","Number of indoor cinemas with 2 to 7 screens","KAZ","Kazakhstan","2015","2015",41,,
"220050","Number of monoscreen indoor cinemas","TJK","Tajikistan","2012","2012",16,,
"220050","Number of monoscreen indoor cinemas","TJK","Tajikistan","2013","2013",16,,
"FCINH_IND","Indoor cinemas per capita (per 1,000,000 inhabitants)","SEN","Senegal","2012","2012",0.1,,
"FCINH_IND","Indoor cinemas per capita (per 1,000,000 inhabitants)","SEN","Senegal","2013","2013",0.1,,
"FCINH_IND","Indoor cinemas per capita (per 1,000,000 inhabitants)","SEN","Senegal","2014","2014",0.4,,
"FCINH_IND","Indoor cinemas per capita (per 1,000,000 inhabitants)","SEN","Senegal","2015","2015",0.5,,
"220174","Total number of indoor cinemas","TJK","Tajikistan","2012","2012",16,,
"220174","Total number of indoor cinemas","TJK","Tajikistan","2013","2013",16,,
"FCINH_IND","Indoor cinemas per capita (per 1,000,000 inhabitants)","LKA","Sri Lanka","2012","2012",8.8,,
"FCINH_IND","Indoor cinemas per capita (per 1,000,000 inhabitants)","LKA","Sri Lanka","2013","2013",8.9,,
"220051","Number of indoor cinemas with 2 to 7 screens","NZL","New Zealand","2012","2012",65,,
"220051","Number of indoor cinemas with 2 to 7 screens","NZL","New Zealand","2013","2013",67,,
"FCIO","Total number of cinema sites (indoor and other facilities)","JPN","Japan","2013","2013",596,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","KAZ","Kazakhstan","2012","2012",97.9,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","KAZ","Kazakhstan","2013","2013",96.8,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","KAZ","Kazakhstan","2014","2014",96.8,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","KAZ","Kazakhstan","2015","2015",96.6,,
"220051","Number of indoor cinemas with 2 to 7 screens","SEN","Senegal","2012","2012",,"n","Magnitude nil or negligible"
"220051","Number of indoor cinemas with 2 to 7 screens","SEN","Senegal","2013","2013",,"n","Magnitude nil or negligible"
"220051","Number of indoor cinemas with 2 to 7 screens","SEN","Senegal","2014","2014",,"n","Magnitude nil or negligible"
"220051","Number of indoor cinemas with 2 to 7 screens","SEN","Senegal","2015","2015",,"n","Magnitude nil or negligible"
"220052","Number of indoor cinemas that are multiplexes (8+ screens)","BHR","Bahrain","2012","2012",3,,
"220052","Number of indoor cinemas that are multiplexes (8+ screens)","BHR","Bahrain","2013","2013",3,,
"FCIO","Total number of cinema sites (indoor and other facilities)","LTU","Lithuania","2012","2012",32,,
"FCIO","Total number of cinema sites (indoor and other facilities)","LTU","Lithuania","2013","2013",32,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","NZL","New Zealand","2012","2012",87.3,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","NZL","New Zealand","2013","2013",86.9,,
"220053","Total number of other cinema facilities","HND","Honduras","2012","2012",25,,
"220053","Total number of other cinema facilities","HND","Honduras","2015","2015",10,,
"FPCIO_SOF","Percentage of cinema sites that are other facilities","KAZ","Kazakhstan","2012","2012",2.1,,
"FPCIO_SOF","Percentage of cinema sites that are other facilities","KAZ","Kazakhstan","2013","2013",3.1,,
"FPCIO_SOF","Percentage of cinema sites that are other facilities","KAZ","Kazakhstan","2014","2014",3.1,,
"FPCIO_SOF","Percentage of cinema sites that are other facilities","KAZ","Kazakhstan","2015","2015",4.3,,
"FCIO","Total number of cinema sites (indoor and other facilities)","SEN","Senegal","2012","2012",4,,
"FCIO","Total number of cinema sites (indoor and other facilities)","SEN","Senegal","2013","2013",4,,
"FCIO","Total number of cinema sites (indoor and other facilities)","SEN","Senegal","2014","2014",8,,
"FCIO","Total number of cinema sites (indoor and other facilities)","SEN","Senegal","2015","2015",9,,
"220053","Total number of other cinema facilities","TJK","Tajikistan","2012","2012",20,,
"220053","Total number of other cinema facilities","TJK","Tajikistan","2013","2013",35,,
"FCIO","Total number of cinema sites (indoor and other facilities)","LKA","Sri Lanka","2012","2012",167,,
"FCIO","Total number of cinema sites (indoor and other facilities)","LKA","Sri Lanka","2013","2013",170,,
"FCIND_S1T7","Total number of indoor cinemas that are small facilities (1 to 7 screens)","BHR","Bahrain","2012","2012",4,,
"FCIND_S1T7","Total number of indoor cinemas that are small facilities (1 to 7 screens)","BHR","Bahrain","2013","2013",4,,
"FCINH_IND","Indoor cinemas per capita (per 1,000,000 inhabitants)","UZB","Uzbekistan","2012","2012",9.2,,
"FCINH_IND","Indoor cinemas per capita (per 1,000,000 inhabitants)","UZB","Uzbekistan","2013","2013",9.1,,
"FCINH_IND","Indoor cinemas per capita (per 1,000,000 inhabitants)","UZB","Uzbekistan","2014","2014",5.3,,
"FCINH_IND","Indoor cinemas per capita (per 1,000,000 inhabitants)","UZB","Uzbekistan","2015","2015",5.3,,
"FPCIO_SOF","Percentage of cinema sites that are other facilities","NZL","New Zealand","2012","2012",6,,
"FPCIO_SOF","Percentage of cinema sites that are other facilities","NZL","New Zealand","2013","2013",1.5,,
"FPCIO_SOF","Percentage of cinema sites that are other facilities","NZL","New Zealand","2014","2014",,"n","Magnitude nil or negligible"
"FPCIO_SOF","Percentage of cinema sites that are other facilities","NZL","New Zealand","2015","2015",,"n","Magnitude nil or negligible"
"FCIND_S1T7","Total number of indoor cinemas that are small facilities (1 to 7 screens)","HND","Honduras","2012","2012",71,,
"FCIND_S1T7","Total number of indoor cinemas that are small facilities (1 to 7 screens)","HND","Honduras","2015","2015",46,,
"FPCIND_S8T99","Percentage of indoor cinema that are multiplexes (8+ screens)","TJK","Tajikistan","2012","2012",,"n","Magnitude nil or negligible"
"FPCIND_S8T99","Percentage of indoor cinema that are multiplexes (8+ screens)","TJK","Tajikistan","2013","2013",,"n","Magnitude nil or negligible"
"FCIO","Total number of cinema sites (indoor and other facilities)","NOR","Norway","2007","2007",448,,
"FCIO","Total number of cinema sites (indoor and other facilities)","NOR","Norway","2009","2009",449,,
"FCIO","Total number of cinema sites (indoor and other facilities)","NOR","Norway","2012","2012",206,,
"FCIO","Total number of cinema sites (indoor and other facilities)","NOR","Norway","2013","2013",210,,
"FPCIND_S8T99","Percentage of indoor cinema that are multiplexes (8+ screens)","SEN","Senegal","2012","2012",,"n","Magnitude nil or negligible"
"FPCIND_S8T99","Percentage of indoor cinema that are multiplexes (8+ screens)","SEN","Senegal","2013","2013",,"n","Magnitude nil or negligible"
"FPCIND_S8T99","Percentage of indoor cinema that are multiplexes (8+ screens)","SEN","Senegal","2014","2014",,"n","Magnitude nil or negligible"
"FPCIND_S8T99","Percentage of indoor cinema that are multiplexes (8+ screens)","SEN","Senegal","2015","2015",,"n","Magnitude nil or negligible"
"FCIO","Total number of cinema sites (indoor and other facilities)","BHR","Bahrain","2012","2012",77,,
"FCIO","Total number of cinema sites (indoor and other facilities)","BHR","Bahrain","2013","2013",77,,
"FCIO","Total number of cinema sites (indoor and other facilities)","HND","Honduras","2012","2012",96,,
"FCIO","Total number of cinema sites (indoor and other facilities)","HND","Honduras","2015","2015",63,,
"FPCIO_SOF","Percentage of cinema sites that are other facilities","JPN","Japan","2013","2013",,"a","Category not applicable"
"220174","Total number of indoor cinemas","ERI","Eritrea","2012","2012",11,,
"220174","Total number of indoor cinemas","ERI","Eritrea","2013","2013",9,,
"220174","Total number of indoor cinemas","ERI","Eritrea","2014","2014",9,,
"220174","Total number of indoor cinemas","ERI","Eritrea","2015","2015",9,,
"220051","Number of indoor cinemas with 2 to 7 screens","UZB","Uzbekistan","2012","2012",4,,
"220051","Number of indoor cinemas with 2 to 7 screens","UZB","Uzbekistan","2013","2013",4,,
"220051","Number of indoor cinemas with 2 to 7 screens","UZB","Uzbekistan","2014","2014",27,,
"220051","Number of indoor cinemas with 2 to 7 screens","UZB","Uzbekistan","2015","2015",28,,
"220174","Total number of indoor cinemas","NZL","New Zealand","2012","2012",126,,
"220174","Total number of indoor cinemas","NZL","New Zealand","2013","2013",130,,
"220174","Total number of indoor cinemas","NZL","New Zealand","2014","2014",116,,
"220174","Total number of indoor cinemas","NZL","New Zealand","2015","2015",119,,
"220051","Number of indoor cinemas with 2 to 7 screens","BHR","Bahrain","2012","2012",2,,
"220051","Number of indoor cinemas with 2 to 7 screens","BHR","Bahrain","2013","2013",2,,
"FCINH_IND","Indoor cinemas per capita (per 1,000,000 inhabitants)","GRC","Greece","2012","2012",26.9,,
"FCINH_IND","Indoor cinemas per capita (per 1,000,000 inhabitants)","GRC","Greece","2013","2013",27.1,,
"FCINH_IND","Indoor cinemas per capita (per 1,000,000 inhabitants)","GRC","Greece","2015","2015",34.6,,
"220050","Number of monoscreen indoor cinemas","KAZ","Kazakhstan","2012","2012",56,,
"220050","Number of monoscreen indoor cinemas","KAZ","Kazakhstan","2013","2013",54,,
"220050","Number of monoscreen indoor cinemas","KAZ","Kazakhstan","2014","2014",49,,
"220050","Number of monoscreen indoor cinemas","KAZ","Kazakhstan","2015","2015",45,,
"FPCIO_SOF","Percentage of cinema sites that are other facilities","NOR","Norway","2007","2007",52.7,,
"FPCIO_SOF","Percentage of cinema sites that are other facilities","NOR","Norway","2009","2009",52.8,,
"FPCIO_SOF","Percentage of cinema sites that are other facilities","NOR","Norway","2012","2012",4.9,,
"FPCIO_SOF","Percentage of cinema sites that are other facilities","NOR","Norway","2013","2013",4.8,,
"220051","Number of indoor cinemas with 2 to 7 screens","CPV","Cabo Verde","2012","2012",,"n","Magnitude nil or negligible"
"220051","Number of indoor cinemas with 2 to 7 screens","CPV","Cabo Verde","2013","2013",,"n","Magnitude nil or negligible"
"FPCIO_SOF","Percentage of cinema sites that are other facilities","LKA","Sri Lanka","2012","2012",,"a","Category not applicable"
"FPCIO_SOF","Percentage of cinema sites that are other facilities","LKA","Sri Lanka","2013","2013",,"a","Category not applicable"
"220053","Total number of other cinema facilities","NZL","New Zealand","2012","2012",8,,
"220053","Total number of other cinema facilities","NZL","New Zealand","2013","2013",2,,
"220053","Total number of other cinema facilities","NZL","New Zealand","2014","2014",,"n","Magnitude nil or negligible"
"220053","Total number of other cinema facilities","NZL","New Zealand","2015","2015",,"n","Magnitude nil or negligible"
"220050","Number of monoscreen indoor cinemas","NZL","New Zealand","2012","2012",45,,
"220050","Number of monoscreen indoor cinemas","NZL","New Zealand","2013","2013",46,,
"FPCIND_S8T99","Percentage of indoor cinema that are multiplexes (8+ screens)","KAZ","Kazakhstan","2012","2012",2.1,,
"FPCIND_S8T99","Percentage of indoor cinema that are multiplexes (8+ screens)","KAZ","Kazakhstan","2013","2013",3.2,,
"FPCIND_S8T99","Percentage of indoor cinema that are multiplexes (8+ screens)","KAZ","Kazakhstan","2014","2014",3.2,,
"FPCIND_S8T99","Percentage of indoor cinema that are multiplexes (8+ screens)","KAZ","Kazakhstan","2015","2015",3.4,,
"220052","Number of indoor cinemas that are multiplexes (8+ screens)","HND","Honduras","2012","2012",,"n","Magnitude nil or negligible"
"220052","Number of indoor cinemas that are multiplexes (8+ screens)","HND","Honduras","2015","2015",7,,
"220174","Total number of indoor cinemas","SEN","Senegal","2012","2012",1,,
"220174","Total number of indoor cinemas","SEN","Senegal","2013","2013",1,,
"220174","Total number of indoor cinemas","SEN","Senegal","2014","2014",5,,
"220174","Total number of indoor cinemas","SEN","Senegal","2015","2015",6,,
"FCIO","Total number of cinema sites (indoor and other facilities)","CPV","Cabo Verde","2012","2012",2,,
"FCIO","Total number of cinema sites (indoor and other facilities)","CPV","Cabo Verde","2013","2013",3,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","LKA","Sri Lanka","2012","2012",100,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","LKA","Sri Lanka","2013","2013",100,,
"FPCIO_SOF","Percentage of cinema sites that are other facilities","LTU","Lithuania","2012","2012",,"n","Magnitude nil or negligible"
"FPCIO_SOF","Percentage of cinema sites that are other facilities","LTU","Lithuania","2013","2013",,"n","Magnitude nil or negligible"
"FPCIND_S8T99","Percentage of indoor cinema that are multiplexes (8+ screens)","ERI","Eritrea","2012","2012",,"n","Magnitude nil or negligible"
"FPCIND_S8T99","Percentage of indoor cinema that are multiplexes (8+ screens)","ERI","Eritrea","2013","2013",,"n","Magnitude nil or negligible"
"FPCIND_S8T99","Percentage of indoor cinema that are multiplexes (8+ screens)","ERI","Eritrea","2014","2014",,"n","Magnitude nil or negligible"
"FPCIND_S8T99","Percentage of indoor cinema that are multiplexes (8+ screens)","ERI","Eritrea","2015","2015",,"n","Magnitude nil or negligible"
"FPCIO_SOF","Percentage of cinema sites that are other facilities","BHR","Bahrain","2012","2012",90.9,,
"FPCIO_SOF","Percentage of cinema sites that are other facilities","BHR","Bahrain","2013","2013",90.9,,
"FCIO","Total number of cinema sites (indoor and other facilities)","GRC","Greece","2012","2012",321,,
"FCIO","Total number of cinema sites (indoor and other facilities)","GRC","Greece","2013","2013",321,,
"FPCIND_S8T99","Percentage of indoor cinema that are multiplexes (8+ screens)","NZL","New Zealand","2012","2012",12.7,,
"FPCIND_S8T99","Percentage of indoor cinema that are multiplexes (8+ screens)","NZL","New Zealand","2013","2013",13.1,,
"FCINH_IND","Indoor cinemas per capita (per 1,000,000 inhabitants)","CPV","Cabo Verde","2012","2012",4.6,,
"FCINH_IND","Indoor cinemas per capita (per 1,000,000 inhabitants)","CPV","Cabo Verde","2013","2013",6.8,,
"FCINH_IND","Indoor cinemas per capita (per 1,000,000 inhabitants)","HND","Honduras","2012","2012",10.3,,
"FCINH_IND","Indoor cinemas per capita (per 1,000,000 inhabitants)","HND","Honduras","2015","2015",7.4,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","SEN","Senegal","2012","2012",100,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","SEN","Senegal","2013","2013",100,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","SEN","Senegal","2014","2014",100,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","SEN","Senegal","2015","2015",100,,
"FPCIO_SOF","Percentage of cinema sites that are other facilities","CPV","Cabo Verde","2012","2012",,"n","Magnitude nil or negligible"
"FPCIO_SOF","Percentage of cinema sites that are other facilities","CPV","Cabo Verde","2013","2013",,"n","Magnitude nil or negligible"
"FCIND_S1T7","Total number of indoor cinemas that are small facilities (1 to 7 screens)","TJK","Tajikistan","2012","2012",16,,
"FCIND_S1T7","Total number of indoor cinemas that are small facilities (1 to 7 screens)","TJK","Tajikistan","2013","2013",16,,
"220051","Number of indoor cinemas with 2 to 7 screens","LKA","Sri Lanka","2012","2012",5,,
"220051","Number of indoor cinemas with 2 to 7 screens","LKA","Sri Lanka","2013","2013",7,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","ERI","Eritrea","2012","2012",100,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","ERI","Eritrea","2013","2013",100,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","ERI","Eritrea","2014","2014",100,,
"FPCIND_S1T7","Percentage of indoor cinemas that are small facilities (1 to 7 screens)","ERI","Eritrea","2015","2015",100,,
"220174","Total number of indoor cinemas","ALB","Albania","2014","2014",7,,
"220174","Total number of indoor cinemas","ALB","Albania","2015","2015",7,,
"220174","Total number of indoor cinemas","BDI","Burundi","2014","2014",,"n","Magnitude nil or negligible"
"220174","Total number of indoor cinemas","BDI","Burundi","2015","2015",,"n","Magnitude nil or negligible"
"220174","Total number of indoor cinemas","COK","Cook Islands","2014","2014",1,,
"220174","Total number of indoor cinemas","COK","Cook Islands","2015","2015",1,,
"220174","Total number of indoor cinemas","MHL","Marshall Islands","2014","2014",,"n","Magnitude nil or negligible"
"220174","Total number of indoor cinemas","MHL","Marshall Islands","2015","2015",,"n","Magnitude nil or negligible"
"220174","Total number of indoor cinemas","PRI","Puerto Rico","2014","2014",31,,
"220174","Total number of indoor cinemas","PRI","Puerto Rico","2015","2015",31,,
"220174","Total number of indoor cinemas","ZAF","South Africa","2014","2014",677,,
"220174","Total number of indoor cinemas","ZAF","South Africa","2015","2015",677,,
"220174","Total number of indoor cinemas","TGO","Togo","2012","2012",,"n","Magnitude nil or negligible"
"220174","Total number of indoor cinemas","TGO","Togo","2013","2013",,"n","Magnitude nil or negligible"
"220174","Total number of indoor cinemas","TGO","Togo","2014","2014",,"n","Magnitude nil or negligible"
"220174","Total number of indoor cinemas","TGO","Togo","2015","2015",,"n","Magnitude nil or negligible"
"220174","Total number of indoor cinemas","SSD","South Sudan","2015","2015",1,,
"FCINH_IND","Indoor cinemas per capita (per 1,000,000 inhabitants)","ALB","Albania","2014","2014",2.6,,
"FCINH_IND","Indoor cinemas per capita (per 1,000,000 inhabitants)","ALB","Albania","2015","2015",2.6,,
"FCINH_IND","Indoor cinemas per capita (per 1,000,000 inhabitants)","BDI","Burundi","2014","2014",,"n","Magnitude nil or negligible"
"FCINH_IND","Indoor cinemas per capita (per 1,000,000 inhabitants)","BDI","Burundi","2015","2015",,"n","Magnitude nil or negligible"
"FCINH_IND","Indoor cinemas per capita (per 1,000,000 inhabitants)","MHL","Marshall Islands","2014","2014",,"n","Magnitude nil or negligible"
"FCINH_IND","Indoor cinemas per capita (per 1,000,000 inhabitants)","MHL","Marshall Islands","2015","2015",,"n","Magnitude nil or negligible"
"FCINH_IND","Indoor cinemas per capita (per 1,000,000 inhabitants)","PRI","Puerto Rico","2014","2014",9.3,,
"FCINH_IND","Indoor cinemas per capita (per 1,000,000 inhabitants)","PRI","Puerto Rico","2015","2015",9.3,,
"FCINH_IND","Indoor cinemas per capita (per 1,000,000 inhabitants)","ZAF","South Africa","2014","2014",14.1,,
"FCINH_IND","Indoor cinemas per capita (per 1,000,000 inhabitants)","ZAF","South Africa","2015","2015",13.9,,
"FCINH_IND","Indoor cinemas per capita (per 1,000,000 inhabitants)","TGO","Togo","2012","2012",,"n","Magnitude nil or negligible"
"FCINH_IND","Indoor cinemas per capita (per 1,000,000 inhabitants)","TGO","Togo","2013","2013",,"n","Magnitude nil or negligible"
"FCINH_IND","Indoor cinemas per capita (per 1,000,000 inhabitants)","TGO","Togo","2014","2014",,"n","Magnitude nil or negligible"
"FCINH_IND","Indoor cinemas per capita (per 1,000,000 inhabitants)","TGO","Togo","2015","2015",,"n","Magnitude nil or negligible"
"FCINH_IND","Indoor cinemas per capita (per 1,000,000 inhabitants)","SSD","South Sudan","2015","2015",0.1,,
"220050","Number of monoscreen indoor cinemas","GRC","Greece","2015","2015",296,,
"220050","Number of monoscreen indoor cinemas","ALB","Albania","2014","2014",4,,
"220050","Number of monoscreen indoor cinemas","ALB","Albania","2015","2015",4,,
"220050","Number of monoscreen indoor cinemas","BIH","Bosnia and Herzegovina","2014","2014",5,,
"220050","Number of monoscreen indoor cinemas","BIH","Bosnia and Herzegovina","2015","2015",5,,
"220050","Number of monoscreen indoor cinemas","BDI","Burundi","2014","2014",,"n","Magnitude nil or negligible"
"220050","Number of monoscreen indoor cinemas","BDI","Burundi","2015","2015",,"n","Magnitude nil or negligible"
"220050","Number of monoscreen indoor cinemas","COK","Cook Islands","2014","2014",1,,
"220050","Number of monoscreen indoor cinemas","COK","Cook Islands","2015","2015",1,,
"220050","Number of monoscreen indoor cinemas","MKD","The former Yugoslav Republic of Macedonia","2014","2014",3,,
"220050","Number of monoscreen indoor cinemas","MKD","The former Yugoslav Republic of Macedonia","2015","2015",3,,
"220050","Number of monoscreen indoor cinemas","MHL","Marshall Islands","2014","2014",,"n","Magnitude nil or negligible"
"220050","Number of monoscreen indoor cinemas","MHL","Marshall Islands","2015","2015",,"n","Magnitude nil or negligible"
"220050","Number of monoscreen indoor cinemas","TGO","Togo","2012","2012",,"n","Magnitude nil or negligible"
"220050","Number of monoscreen indoor cinemas","TGO","Togo","2013","2013",,"n","Magnitude nil or negligible"
"220050","Number of monoscreen indoor cinemas","TGO","Togo","2014","2014",,"n","Magnitude nil or negligible"
"220050","Number of monoscreen indoor cinemas","TGO","Togo","2015","2015",,"n","Magnitude nil or negligible"
"220050","Number of monoscreen indoor cinemas","SSD","South Sudan","2015","2015",1,,
"220051","Number of indoor cinemas with 2 to 7 screens","ALB","Albania","2014","2014",3,,
"220051","Number of indoor cinemas with 2 to 7 screens","ALB","Albania","2015","2015",3,,
"220051","Number of indoor cinemas with 2 to 7 screens","BIH","Bosnia and Herzegovina","2014","2014",5,,
"220051","Number of indoor cinemas with 2 to 7 screens","BIH","Bosnia and Herzegovina","2015","2015",6,,
"220051","Number of indoor cinemas with 2 to 7 screens","BDI","Burundi","2014","2014",,"n","Magnitude nil or negligible"
"220051","Number of indoor cinemas with 2 to 7 screens","BDI","Burundi","2015","2015",,"n","Magnitude nil or negligible"
"220051","Number of indoor cinemas with 2 to 7 screens","COK","Cook Islands","2014","2014",,"n","Magnitude nil or negligible"
"220051","Number of indoor cinemas with 2 to 7 screens","COK","Cook Islands","2015","2015",,"n","Magnitude nil or negligible"
"220051","Number of indoor cinemas with 2 to 7 screens","MKD","The former Yugoslav Republic of Macedonia","2014","2014",,"n","Magnitude nil or negligible"
"220051","Number of indoor cinemas with 2 to 7 screens","MKD","The former Yugoslav Republic of Macedonia","2015","2015",,"n","Magnitude nil or negligible"
"220051","Number of indoor cinemas with 2 to 7 screens","MHL","Marshall Islands","2014","2014",,"n","Magnitude nil or negligible"
"220051","Number of indoor cinemas with 2 to 7 screens","MHL","Marshall Islands","2015","2015",,"n","Magnitude nil or negligible"
"220051","Number of indoor cinemas with 2 to 7 screens","TGO","Togo","2012","2012",,"n","Magnitude nil or negligible"
